# CosmoRec v3.0 beta (with CosmoSpec module) output. The columns are z, Xe=Ne/NH, XHI, XHeI, XHeII, Te
#
8.50000000e+03 1.15902591e+00 1.49977120e-14 7.55803125e-19 8.58465600e-07 2.31737260e+04
8.49915992e+03 1.15902591e+00 1.50052245e-14 7.58536910e-19 8.60652412e-07 2.31714354e+04
8.49831983e+03 1.15902591e+00 1.50127453e-14 7.61281861e-19 8.62845838e-07 2.31691453e+04
8.49747975e+03 1.15902591e+00 1.50202717e-14 7.64037309e-19 8.65045292e-07 2.31668552e+04
8.49663966e+03 1.15902590e+00 1.50278038e-14 7.66803335e-19 8.67250835e-07 2.31645652e+04
8.49579958e+03 1.15902590e+00 1.50353416e-14 7.69579914e-19 8.69462410e-07 2.31622751e+04
8.49495950e+03 1.15902590e+00 1.50428850e-14 7.72367143e-19 8.71680095e-07 2.31599850e+04
8.49411941e+03 1.15902590e+00 1.50504342e-14 7.75165041e-19 8.73903882e-07 2.31576950e+04
8.49327933e+03 1.15902590e+00 1.50579890e-14 7.77973670e-19 8.76133811e-07 2.31554049e+04
8.49243924e+03 1.15902589e+00 1.50655496e-14 7.80793049e-19 8.78369870e-07 2.31531148e+04
8.49159916e+03 1.15902589e+00 1.50731158e-14 7.83623238e-19 8.80612098e-07 2.31508247e+04
8.49075908e+03 1.15902589e+00 1.50806877e-14 7.86464281e-19 8.82860514e-07 2.31485347e+04
8.48991899e+03 1.15902589e+00 1.50882654e-14 7.89316202e-19 8.85115114e-07 2.31462446e+04
8.48907891e+03 1.15902588e+00 1.50958488e-14 7.92179091e-19 8.87375966e-07 2.31439545e+04
8.48823882e+03 1.15902588e+00 1.51034379e-14 7.95052917e-19 8.89643006e-07 2.31416645e+04
8.48739874e+03 1.15902588e+00 1.51110327e-14 7.97937815e-19 8.91916353e-07 2.31393744e+04
8.48655866e+03 1.15902588e+00 1.51186333e-14 8.00833745e-19 8.94195932e-07 2.31370843e+04
8.48571857e+03 1.15902587e+00 1.51262396e-14 8.03740824e-19 8.96481841e-07 2.31347943e+04
8.48487849e+03 1.15902587e+00 1.51338517e-14 8.06659021e-19 8.98774016e-07 2.31325042e+04
8.48403840e+03 1.15902587e+00 1.51414695e-14 8.09588462e-19 9.01072563e-07 2.31302141e+04
8.48319832e+03 1.15902587e+00 1.51490930e-14 8.12529118e-19 9.03377420e-07 2.31279241e+04
8.48235824e+03 1.15902587e+00 1.51567224e-14 8.15481112e-19 9.05688692e-07 2.31256340e+04
8.48151815e+03 1.15902586e+00 1.51643575e-14 8.18444406e-19 9.08006304e-07 2.31233439e+04
8.48067807e+03 1.15902586e+00 1.51719983e-14 8.21419124e-19 9.10330362e-07 2.31210539e+04
8.47983798e+03 1.15902586e+00 1.51796450e-14 8.24405231e-19 9.12660795e-07 2.31187638e+04
8.47899790e+03 1.15902586e+00 1.51872974e-14 8.27402859e-19 9.14997717e-07 2.31164737e+04
8.47815782e+03 1.15902585e+00 1.51949556e-14 8.30411975e-19 9.17341060e-07 2.31141836e+04
8.47731773e+03 1.15902585e+00 1.52026196e-14 8.33432708e-19 9.19690933e-07 2.31118936e+04
8.47647765e+03 1.15902585e+00 1.52102895e-14 8.36465019e-19 9.22047261e-07 2.31096035e+04
8.47563756e+03 1.15902585e+00 1.52179651e-14 8.39509033e-19 9.24410149e-07 2.31073134e+04
8.47479748e+03 1.15902584e+00 1.52256465e-14 8.42564716e-19 9.26779527e-07 2.31050234e+04
8.47395740e+03 1.15902584e+00 1.52333338e-14 8.45632201e-19 9.29155509e-07 2.31027333e+04
8.47311731e+03 1.15902584e+00 1.52410268e-14 8.48711459e-19 9.31538029e-07 2.31004432e+04
8.47227723e+03 1.15902584e+00 1.52487257e-14 8.51802616e-19 9.33927193e-07 2.30981532e+04
8.47143714e+03 1.15902583e+00 1.52564305e-14 8.54905637e-19 9.36322930e-07 2.30958631e+04
8.47059706e+03 1.15902583e+00 1.52641410e-14 8.58020646e-19 9.38725342e-07 2.30935730e+04
8.46975698e+03 1.15902583e+00 1.52718575e-14 8.61147615e-19 9.41134365e-07 2.30912830e+04
8.46891689e+03 1.15902583e+00 1.52795797e-14 8.64286671e-19 9.43550106e-07 2.30889929e+04
8.46807681e+03 1.15902583e+00 1.52873078e-14 8.67437794e-19 9.45972506e-07 2.30867028e+04
8.46723672e+03 1.15902582e+00 1.52950418e-14 8.70601110e-19 9.48401673e-07 2.30844127e+04
8.46639664e+03 1.15902582e+00 1.53027817e-14 8.73776560e-19 9.50837506e-07 2.30821227e+04
8.46555656e+03 1.15902582e+00 1.53105274e-14 8.76964321e-19 9.53280165e-07 2.30798326e+04
8.46471647e+03 1.15902582e+00 1.53182790e-14 8.80164328e-19 9.55729544e-07 2.30775425e+04
8.46387639e+03 1.15902581e+00 1.53260365e-14 8.83376723e-19 9.58185765e-07 2.30752525e+04
8.46303630e+03 1.15902581e+00 1.53337998e-14 8.86601466e-19 9.60648750e-07 2.30729624e+04
8.46219622e+03 1.15902581e+00 1.53415691e-14 8.89838700e-19 9.63118619e-07 2.30706723e+04
8.46135614e+03 1.15902581e+00 1.53493442e-14 8.93088393e-19 9.65595304e-07 2.30683823e+04
8.46051605e+03 1.15902580e+00 1.53571253e-14 8.96350677e-19 9.68078912e-07 2.30660922e+04
8.45967597e+03 1.15902580e+00 1.53649123e-14 8.99625521e-19 9.70569375e-07 2.30638021e+04
8.45883588e+03 1.15902580e+00 1.53727052e-14 9.02913048e-19 9.73066791e-07 2.30615121e+04
8.45799580e+03 1.15902580e+00 1.53805040e-14 9.06213230e-19 9.75571097e-07 2.30592220e+04
8.45715572e+03 1.15902579e+00 1.53883087e-14 9.09526228e-19 9.78082428e-07 2.30569319e+04
8.45631563e+03 1.15902579e+00 1.53961194e-14 9.12851969e-19 9.80600673e-07 2.30546418e+04
8.45547555e+03 1.15902579e+00 1.54039360e-14 9.16190614e-19 9.83125969e-07 2.30523518e+04
8.45463546e+03 1.15902579e+00 1.54117585e-14 9.19542129e-19 9.85658245e-07 2.30500617e+04
8.45379538e+03 1.15902578e+00 1.54195870e-14 9.22906650e-19 9.88197610e-07 2.30477716e+04
8.45295530e+03 1.15902578e+00 1.54274215e-14 9.26284146e-19 9.90743996e-07 2.30454816e+04
8.45211521e+03 1.15902578e+00 1.54352619e-14 9.29674742e-19 9.93297500e-07 2.30431915e+04
8.45127513e+03 1.15902578e+00 1.54431083e-14 9.33078416e-19 9.95858064e-07 2.30409014e+04
8.45043504e+03 1.15902577e+00 1.54509606e-14 9.36495321e-19 9.98425816e-07 2.30386114e+04
8.44959496e+03 1.15902577e+00 1.54588190e-14 9.39925398e-19 1.00100066e-06 2.30363213e+04
8.44875488e+03 1.15902577e+00 1.54666833e-14 9.43368799e-19 1.00358271e-06 2.30340312e+04
8.44791479e+03 1.15902577e+00 1.54745536e-14 9.46825502e-19 1.00617192e-06 2.30317412e+04
8.44707471e+03 1.15902576e+00 1.54824299e-14 9.50295639e-19 1.00876839e-06 2.30294511e+04
8.44623462e+03 1.15902576e+00 1.54903122e-14 9.53779163e-19 1.01137203e-06 2.30271610e+04
8.44539454e+03 1.15902576e+00 1.54982005e-14 9.57276243e-19 1.01398298e-06 2.30248710e+04
8.44455446e+03 1.15902575e+00 1.55060948e-14 9.60786836e-19 1.01660117e-06 2.30225809e+04
